L,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county
684,PdLomzaKopernika16,,Lomza Kopernika16,PdLomzaKopernika16,7/1/1996,4/30/2004,background,urban,in-house,PODLASKIE,Łomża,ul. Kopernika,53.174836,22.075947,Łomża
685,PdLomzaSadowa,,Łomża ul Sadowa 3,PdLomzaSadowa,1/2/1994,12/31/2002,background,urban,in-house,PODLASKIE,Łomża,ul. Sadowa 3,53.177778,22.0825,Łomża
686,PdSiemPilsudskiego,,Siemiatycze - lab. mobilne,PdSiemPilsudskiego,1/18/2008,12/31/2008,background,urban,mobile,PODLASKIE,Siemiatycze,ul. Piłsudskiego,52.423019,22.863833,powiat siemiatycki
687,PdSokol1Maja,,Sokółka ul 1- go Maja 13,PdSokol1Maja,1/3/1991,12/31/2002,background,urban,in-house,PODLASKIE,Sokółka,ul. 1 Maja 13,53.404722,23.499444,powiat sokólski
688,PdSuw1Maja,,Suwałki ul. 1 - go Maja 12,PdSuw1Maja,1/1/1994,12/31/2002,background,urban,in-house,PODLASKIE,Suwałki,ul. 1 Maja,54.099675,22.935967,Suwałki
689,PdSuwPulask2,PL0706A,"Suwałki, ul. Pułaskiego 26",,8/1/2018,,background,urban,container,PODLASKIE,Suwałki,ul. Pułaskiego 26,54.116056,22.93875,Suwałki
690,PdSuwPulaski,PL0152A,"Suwałki, ul. Pułaskiego 73",PdSuwPulaski,3/18/1992,12/31/2017,background,urban,container,PODLASKIE,Suwałki,ul. Pułaskiego,54.117878,22.934608,Suwałki
691,PdSuwPulaskp,PL0706A,"Suwałki, ul. Pułaskiego 26",PdSuwPulaskp,8/1/2018,,background,urban,container,PODLASKIE,Suwałki,ul. Pułaskiego 26,54.116056,22.93875,Suwałki
692,PdZambObronZamb,,Zambrów ul Obrońców Zambrowa 50,PdZambObronZamb,1/2/1997,12/31/2002,background,urban,in-house,PODLASKIE,Zambrów,ul. Obrońców Zambrowa 50,52.985556,22.253333,powiat zambrowski
693,PkCzarnaWSSENafGaz,PL0153A,Czarna-OśrNaftaGaz-WSSE,PkCzarnaWSSENafGaz,1/1/1994,12/31/2006,background,nonurban,in-house,PODKARPACKIE,Czarna,ul. Ośrodek Wyp-Szkol Nafta-Gaz,49.308889,22.663903,powiat bieszczadzki
694,PkDebicaWSSEParkow,PL0154A,Dębica-Parkowa-WSSE,PkDebicaWSSEParkow,1/1/1999,12/31/2009,background,urban,in-house,PODKARPACKIE,Dębica,ul. Parkowa 2,50.046667,21.402222,powiat dębicki
695,PkDebiGrottg,PL0621A,"Dębica, ul.Grottgera",,1/1/2015,,background,urban,distributed,PODKARPACKIE,Dębica,Grottgera 3,50.054786,21.416256,powiat dębicki
696,PkGorzycWSSEKEN,,Gorzyce-KEN-WSSE,PkGorzycWSSEKEN,1/7/1991,12/31/2002,industrial,urban,in-house,PODKARPACKIE,Gorzyce,ul. Komisji Edukacji Narodowej,50.657792,21.84528,powiat tarnobrzeski
697,PkHorZdrParkMOB,PL0716A,Horyniec-Zdrój-Park,PkHorZdrParkMOB,1/1/2019,12/30/2019,background,suburban,mobile,PODKARPACKIE,Horyniec-Zdrój,aleja Przyjaźni,50.1921,23.361425,powiat lubaczowski
698,PkHorZdrWSSESobies,PL0155A,Horyniec-Zdrój-Sobieskiego-WSSE,PkHorZdrWSSESobies,1/1/1979,12/31/2009,background,nonurban,in-house,PODKARPACKIE,Horyniec-Zdrój,ul. Sobieskiego 60,50.189167,23.362222,powiat lubaczowski
699,PkIwonZdrRab,PL0676A,"Iwonicz Zdrój, ul. Rąba",,1/1/2017,,background,suburban,dust collector,PODKARPACKIE,Iwonicz-Zdrój,Księdza Rąba,49.565183,21.791308,powiat krośnieński
700,PkIwZdrWSSEToros,,IwoniczZdr-Torosiewicza-WSSE,PkIwZdrWSSEToros,1/1/1986,12/31/2006,background,urban,in-house,PODKARPACKIE,Iwonicz-Zdrój,ul. Torosiewicza 2,49.561388,21.78888,powiat krośnieński
701,PkJarosPruch,PL0554A,"Jarosław, ul. Pruchnicka",,1/1/2012,,background,urban,container,PODKARPACKIE,Jarosław,Pruchnicka,50.012083,22.674772,powiat jarosławski
702,PkJarosWIOSJanPawII,PL0410A,Jarosław-JanaPawłaII-WIOS,PkJarosWIOSJanPawII,9/1/2007,12/31/2010,background,urban,distributed,PODKARPACKIE,Jarosław,ul. Jana Pawła II,50.015833,22.672778,powiat jarosławski
703,PkJarosWSSE3Maja,PL0411A,Jarosław - 3 Maja -WSSE,PkJarosWSSE3Maja,1/1/2008,12/31/2009,background,urban,in-house,PODKARPACKIE,Jarosław,ul. 3 Maja,50.013333,22.693056,powiat jarosławski
704,PkJarosWSSEGrunw,PL0156A,Jarosław-Grunwaldzka-WSSE,PkJarosWSSEGrunw,1/1/2002,12/31/2009,background,urban,in-house,PODKARPACKIE,Jarosław,ul. Grunwaldzka 7,50.016389,22.680278,powiat jarosławski
705,PkJasloSikor,PL0518A,"Jaslo, ul. Sikorskiego",,8/1/2009,,background,urban,container,PODKARPACKIE,Jasło,Sikorskiego,49.744886,21.454617,powiat jasielski
706,PkJasloWIOSFabr,PL0412A,Jasło-Fabryczna-WIOS,PkJasloWIOSFabr,9/11/2007,7/31/2009,background,urban,mobile,PODKARPACKIE,Jasło,ul. Fabryczna,49.754444,21.541117,powiat jasielski
707,PkJasloWIOSFlor,PL0157A,Jasło-Floriańska-WIOS,PkJasloWIOSFlor,3/1/2003,12/31/2011,background,urban,in-house,PODKARPACKIE,Jasło,ul. Floriańska 108,49.739167,21.482778,powiat jasielski
708,PkJasloWIOSFlor2,PL0275A,Jasło-Floriańska-WIOS2,PkJasloWIOSFlor2,8/4/2006,12/31/2010,background,urban,container,PODKARPACKIE,Jasło,ul. Floriańska 108,49.739444,21.482222,powiat jasielski
709,PkJasloWIOSMickiew,,Jasło-Mickiewicza-WIOS,PkJasloWIOSMickiew,1/1/1993,12/31/2003,background,urban,in-house,PODKARPACKIE,Jasło,ul. Mickiewicza,49.748056,21.463889,powiat jasielski
710,PkJasloWSSE3Maja,,Jasło-3Maja-WSSE,PkJasloWSSE3Maja,1/1/1984,12/31/2003,background,urban,in-house,PODKARPACKIE,Jasło,ul. 3 Maja 68,49.739444,21.483056,powiat jasielski
711,PkJasloWSSEFloria,,Jasło-Floriańska-WSSE,PkJasloWSSEFloria,1/1/1988,12/31/2003,background,urban,in-house,PODKARPACKIE,Jasło,ul. Floriańska 108,49.7475,21.471667,powiat jasielski
712,PkJasloWSSEKoralew,,Jasło-Koralewskiego-WSSE,PkJasloWSSEKoralew,1/1/1997,8/31/2005,background,urban,in-house,PODKARPACKIE,Jasło,ul. Koralewskiego 13,49.747222,21.471389,powiat jasielski
713,PkJasloWSSESrocz,,Jasło-Sroczyńskiego-WSSE,PkJasloWSSESrocz,1/1/1998,12/31/2006,background,urban,in-house,PODKARPACKIE,Jasło,ul. Sroczyńskiego,49.751944,21.482778,powiat jasielski
714,PkKolbWSSETyszk,,Kobuszowa-Tyszkiew-WSSE,PkKolbWSSETyszk,4/18/2000,12/31/2002,background,urban,in-house,PODKARPACKIE,Kolbuszowa,ul. Tyszkiewiczów 5,50.248056,21.778889,powiat kolbuszowski
715,PkKomanWSSEOsZdr,,Komańcza-OśrodekZdr-WSSE,PkKomanWSSEOsZdr,1/1/1993,12/31/2006,background,nonurban,in-house,PODKARPACKIE,Komańcza,ul. Ośrodek Zdrowia,49.336111,22.068889,powiat sanocki
716,PkKrempnaMPN,PL0622A,"Krempna, Ośrodek edukacyjno-muzealny MPN",,10/6/2014,,background,nonurban,container,PODKARPACKIE,Krempna,,49.511297,21.498606,powiat jasielski
717,PkKrempWIOSGrab,,Grab-WIOŚ,PkKrempWIOSGrab,1/1/1996,4/30/2004,background,nonurban,in-house,PODKARPACKIE,Grab,ul. Grab,49.433611,21.445,powiat jasielski
718,PkKrosKletow,PL0413A,"Krosno, ul. Kletówki",,1/1/2008,,background,urban,distributed,PODKARPACKIE,Krosno,Kletówki,49.690169,21.7497,Krosno
719,PkKrosnoWSSEKisiel,,Krosno-Kisielewskiego-WSSE,PkKrosnoWSSEKisiel,1/1/1992,12/31/2004,background,urban,in-house,PODKARPACKIE,Krosno,ul. Kisielewskiego 12,49.683889,21.755278,Krosno
720,PkKrosnoWSSEKisielewskiego,PL0257A,Krosno-Kisielewskiego,PkKrosnoWSSEKisielewskiego,1/1/2006,12/31/2009,background,urban,in-house,PODKARPACKIE,Krosno,ul. Kisielewskiego 12,49.683611,21.755556,Krosno
721,PkKrosnoWSSELewak,PL0159A,Krosno-Lewakowskiego-WSSE,PkKrosnoWSSELewak,1/1/1984,12/31/2006,background,urban,in-house,PODKARPACKIE,Krosno,ul. Lewakowskiego 14,49.693889,21.755278,Krosno
722,PkKrosnoWSSEStasz,,Krosno-Staszica-WSSE,PkKrosnoWSSEStasz,1/1/1984,12/31/2003,background,urban,in-house,PODKARPACKIE,Krosno,ul. Staszica,49.691667,21.767222,Krosno
723,PkLatosZdrojMOB,PL0749A,Latoszyn-Zdrój-mobilna,,12/31/2020,12/14/2021,background,nonurban,mobile,PODKARPACKIE,Latoszyn,,50.019053,21.369344,powiat dębicki
724,PkLeskoWSSERynek,PL0160A,Lesko-Rynek-WSSE,PkLeskoWSSERynek,1/1/2004,12/31/2009,background,urban,in-house,PODKARPACKIE,Lesko,ul. Rynek1,49.468889,22.331111,powiat leski
725,PkLubaczWSSEMickiew,,Lubaczów-Mickiewicza-WSSE,PkLubaczWSSEMickiew,1/1/1981,12/31/2003,background,urban,in-house,PODKARPACKIE,Lubaczów,ul. Mickiewicza 45,50.160833,23.120833,powiat lubaczowski
726,PkMielBierna,PL0677A,"Mielec, ul. Biernackiego",,1/1/2017,,background,urban,container,PODKARPACKIE,Mielec,Biernackiego,50.299128,21.440942,powiat mielecki
727,PkMielPogodn,PL0652A,"Mielec, ul. Pogodna",,1/1/2016,,industrial,urban,distributed,PODKARPACKIE,Mielec,Pogodna 2,50.318036,21.486372,powiat mielecki
728,PkMielSolski,PL0623A,Mielec-MOSIR-WIOS,PkMielecWIOSSolskiego,10/6/2014,12/31/2016,background,urban,container,PODKARPACKIE,Mielec,ul. Solskiego,50.300761,21.434331,powiat mielecki
729,PkMielWSSEGrunw,PL0223A,MIelec-Grunwaldzka-WSSE,PkMielWSSEGrunw,1/1/2004,12/31/2009,background,urban,in-house,PODKARPACKIE,Mielec,ul. Grunwaldzka 7,50.296667,21.435833,powiat mielecki
730,PkMielWSSESklodow,,MIelec-M.C.Skłodowskiej-WSSE,PkMielWSSESklodow,1/1/1992,12/31/2004,background,urban,in-house,PODKARPACKIE,Mielec,ul. M. Curie Skłodowskiej 6,50.295278,21.441667,powiat mielecki
731,PkMielZaStre,PL0258A,Mielec - Zarząd Strefy,PkMielWIOSZarzStr,8/29/2005,12/31/2015,background,urban,distributed,PODKARPACKIE,Mielec,ul. Zarząd Strefy,50.304008,21.4712,powiat mielecki
732,PkNiskoSzkla,PL0276A,"Nisko, ul. Szklarniowa",,1/1/1989,,background,urban,container,PODKARPACKIE,Nisko,Szklarniowa,50.529892,22.112467,powiat niżański
733,PkPolanWSSEStPomp,PL0161A,Polańczyk-St.pomp-WSSE,PkPolanWSSEStPomp,1/1/1994,12/31/2006,background,nonurban,in-house,PODKARPACKIE,Polańczyk,ul. stacja pomp wody pitnej,49.37,22.426389,powiat leski
734,PkPolanZdrojMOB,PL0770A,Polanczyk-mobilna,PkPolanZdrojMOB,1/1/2020,12/16/2020,background,nonurban,mobile,PODKARPACKIE,Polańczyk,Zdrojowa,49.374208,22.439453,powiat leski
735,PkPrzemGrunw,PL0594A,"Przemyśl, ul. Grunwaldzka",,1/1/2013,,background,urban,container,PODKARPACKIE,Przemyśl,Grunwaldzka,49.784339,22.756239,Przemyśl
736,PkPrzemWIOSDolin,,Przemyśl-Dolińskiego-WIOŚ,PkPrzemWIOSDolin,11/3/1993,4/30/2002,background,urban,in-house,PODKARPACKIE,Przemyśl,ul. Dolińskiego 4,49.786667,22.758056,Przemyśl
737,PkPrzemWIOSPDom,PL0162A,Przemyśl-Pl.Dominikański-WIOS,PkPrzemWIOSPDom,1/1/2002,12/31/2011,background,urban,in-house,PODKARPACKIE,Przemyśl,pl. Dominikański,49.782778,22.766667,Przemyśl
738,PkPrzemWSSEGlaz,,Przemyśl-Glazera-WSSE,PkPrzemWSSEGlaz,1/1/1993,12/31/2003,background,urban,in-house,PODKARPACKIE,Przemyśl,ul. Glazera 9,49.786667,22.759167,Przemyśl
739,PkPrzemWSSEMariac,,Przemyśl-Mariacka-WSSE,PkPrzemWSSEMariac,3/13/1985,6/30/2005,background,urban,in-house,PODKARPACKIE,Przemyśl,ul. Mariacka 4,49.778333,22.788611,Przemyśl
740,PkPrzemyslWIOSMick,PL0414A,Przemyśl-Mickiewicza-WIOS,PkPrzemyslWIOSMick,9/11/2007,12/31/2012,background,urban,mobile,PODKARPACKIE,Przemyśl,ul. Mickiewicza,49.782433,22.782908,Przemyśl
741,PkPrzewWSSERynek,,Przeworsk-Rynek-WSSE,PkPrzewWSSERynek,1/1/1981,12/31/2003,background,urban,in-house,PODKARPACKIE,Przeworsk,ul. Rynek 1,50.056389,22.478056,powiat przeworski
742,PkRymZdrPark,PL0678A,"Rymanów Zdrój, ul. Parkowa",,1/1/2017,,background,suburban,container,PODKARPACKIE,Rymanów-Zdrój,Parkowa 5,49.546539,21.851006,powiat krośnieński
743,PkRymZdrWSSEZdr,PL0163A,Rymanów Zdrój - Zdrojowa - WSSE,PkRymZdrWSSEZdr,1/1/1986,12/31/2006,background,urban,in-house,PODKARPACKIE,Rymanów-Zdrój,ul. Zdrojowa 53,49.546944,21.849444,powiat krośnieński
744,PkRzeszPilsu,PL0736A,"Rzeszów, ul. Piłsudskiego",,1/1/2019,,communication,urban,container,PODKARPACKIE,Rzeszów,Piłsudskiego,50.040675,22.004656,Rzeszów
745,PkRzeszRejta,PL0495A,"Rzeszów, ul. Rejtana",,2/1/2010,,background,urban,container,PODKARPACKIE,Rzeszów,Rejtana,50.024242,22.010575,Rzeszów
746,PkRzeszWIOSLang,,Rzeszów-Langiewicza WIOS,PkRzeszWIOSLang,1/1/1993,12/31/2004,background,urban,passive,PODKARPACKIE,Rzeszów,ul. Langiewicza 26,50.031111,21.985,Rzeszów
747,PkRzeszWIOSSzop,PL0224A,Rzeszów-Szopena WIOS,PkRzeszWIOSSzop,1/1/2005,12/31/2012,background,urban,container,PODKARPACKIE,Rzeszów,ul. Szopena,50.034031,22.010733,Rzeszów
748,PkRzeszWSSEGrunw,,Rzeszów-Grunwaldzka-WSSE,PkRzeszWSSEGrunw,1/1/2001,12/31/2003,background,urban,in-house,PODKARPACKIE,Rzeszów,ul. Grunwaldzka,50.040278,22.001944,Rzeszów
749,PkRzeszWSSEPilsud,PL0225A,Rzeszów-Pilsudskiego-WSSE,PkRzeszWSSEPilsud,1/1/2004,12/31/2009,communication,urban,in-house,PODKARPACKIE,Rzeszów,ul. Piłsudskiego,50.041389,22.001667,Rzeszów
750,PkRzeszWSSEPoniat,PL0226A,Rzeszów-Poniatowskiego-WSSE,PkRzeszWSSEPoniat,1/1/1989,12/31/2009,background,urban,in-house,PODKARPACKIE,Rzeszów,ul. Poniatowskiego 4,50.033889,21.996944,Rzeszów
751,PkRzeszWSSESkubisz,PL0227A,Rzeszów-Skubisza-WSSE,PkRzeszWSSESkubisz,1/1/1989,12/31/2006,background,urban,in-house,PODKARPACKIE,Rzeszów,ul. Skubisza 9,50.053889,21.981944,Rzeszów
752,PkRzeszWSSEWierzb,PL0228A,Rzeszów-Wierzbowa-WSSE,PkRzeszWSSEWierzb,1/1/1989,12/31/2009,background,urban,in-house,PODKARPACKIE,Rzeszów,ul. Wierzbowa 16,50.034167,22.014444,Rzeszów
753,PkSanokWSSEJanPawl,PL0229A,Sanok-JanaPawła-WSSE,PkSanokWSSEJanPawl,1/1/1984,12/31/2009,background,urban,in-house,PODKARPACKIE,Sanok,ul. Jana Pawła II 38,49.571111,22.197778,powiat sanocki
754,PkSanokWSSEJezier,PL0230A,Sanok-Jezierskiego-WSSE,PkSanokWSSEJezier,1/1/1984,12/31/2009,background,urban,in-house,PODKARPACKIE,Sanok,ul. Jezierskiego 39,49.550278,22.201111,powiat sanocki
755,PkSanokWSSEMickew,,Sanok-Mickiewicza-WSSE,PkSanokWSSEMickew,1/1/1984,12/31/2003,background,urban,in-house,PODKARPACKIE,Sanok,ul. Mickiewicza,49.560278,22.201944,powiat sanocki
756,PkSanoSadowa,PL0555A,"Sanok, ul. Sadowa",,1/1/2012,,background,urban,distributed,PODKARPACKIE,Sanok,Sadowa,49.571731,22.195892,powiat sanocki
757,PkStWolWoPol,PL0696A,"Stalowa Wola, ul. Wojska Polskiego",,1/1/2018,,background,urban,dust collector,PODKARPACKIE,Stalowa Wola,Wojska Polskiego 9,50.577828,22.054336,powiat stalowowolski
758,PkStWolWSSENiezl,PL0231A,StalowaWola-Niezłomnych-WSSE,PkStWolWSSENiezl,1/1/1989,12/31/2009,background,urban,in-house,PODKARPACKIE,Stalowa Wola,ul. NIezłomnych 66,50.570833,22.048611,powiat stalowowolski
759,PkTarnDabrow,PL0595A,"Tarnobrzeg, ul. Dąbrowskiej",,4/1/2012,,background,urban,distributed,PODKARPACKIE,Tarnobrzeg,Marii Dąbrowskiej,50.575742,21.688367,Tarnobrzeg
760,PkTarnobWIOSSwBarb,PL0232A,Tarnobrzeg-Św Barbary-WIOŚ,PkTarnobWIOSSwBarb,4/1/2000,12/31/2011,background,urban,in-house,PODKARPACKIE,Tarnobrzeg,ul. Św. Barbary 12,50.568889,21.683894,Tarnobrzeg
761,PkTarnobWSSE1Maja,PL0233A,Tarnobrzeg-1goMaja-WSSE,PkTarnobWSSE1Maja,1/1/1965,12/31/2009,background,urban,in-house,PODKARPACKIE,Tarnobrzeg,ul. 1 Maja 5,50.569722,21.664444,Tarnobrzeg
762,PkTarnobWSSEWarszaw,,Tarnobrzeg-Warszawska-WSSE,PkTarnobWSSEWarszaw,4/6/1999,12/31/2003,background,urban,in-house,PODKARPACKIE,Tarnobrzeg,ul. Warszawska 378,50.636111,21.753889,Tarnobrzeg
763,PkTarnobWSSEWiejs,,Tarnobrzeg-Wiejska-WSSE,PkTarnobWSSEWiejs,6/4/1999,12/31/2003,background,urban,in-house,PODKARPACKIE,Tarnobrzeg,ul. Wiejska 4,50.586111,21.686111,Tarnobrzeg
764,PkUsDolWSSEKoper,PL0277A,Ustrzyki Dolne-Kopernika-WSSE,PkUsDolWSSEKoper,1/1/2007,12/31/2009,background,urban,in-house,PODKARPACKIE,Ustrzyki Dolne,ul. Kopernika,49.430833,22.590556,powiat bieszczadzki
765,PkUstDolWSSEBelz,PL0259A,UstrzykiDln-Bełska-WSSE,PkUstDolWSSEBelz,1/1/1996,12/31/2006,background,urban,in-house,PODKARPACKIE,Ustrzyki Dolne,ul. Bełska 7,49.430556,22.588611,powiat bieszczadzki
766,Pm.00.s218m,PL0416A,WSSE Gdynia Środmieście,Pm.00.s218m,1/1/2004,12/31/2009,background,urban,in-house,POMORSKIE,Gdynia,ul. Żwirki i Wigury 14,54.515556,18.538889,Gdynia
767,Pm.00.s231m,PL0417A,WSSE Sopot,Pm.00.s231m,1/1/2004,12/31/2009,background,urban,in-house,POMORSKIE,Sopot,ul. Chrobrego 6/8,54.44,18.568333,Sopot
768,Pm.00.s234m,PL0418A,WSSE Gdynia Karwiny,Pm.00.s234m,1/1/2004,12/31/2009,background,urban,in-house,POMORSKIE,Gdynia,ul. Staffa 10,54.473333,18.498333,Gdynia
769,Pm.00.s237m,PL0278A,WIOŚ Gdynia - Piłsudskiego,Pm.00.s237m,8/17/2004,12/31/2011,communication,urban,in-house,POMORSKIE,Gdynia,ul. Piłsudskiego 52/54,54.508097,18.539853,Gdynia
770,Pm.00.s428m,PL0419A,WSSE Gdańsk Wrzeszcz Dębinki,Pm.00.s428m,4/24/2003,12/31/2009,background,urban,in-house,POMORSKIE,Gdańsk,ul. Dębinki 4,54.365833,18.627778,Gdańsk
771,Pm.00.s473m,PL0420A,WSSE Gdańsk Nowy Port,Pm.00.s473m,1/5/2004,12/31/2009,background,urban,in-house,POMORSKIE,Gdańsk,ul. Na Zaspę 31a,54.402222,18.664167,Gdańsk
772,Pm.00.s476m,PL0421A,WSSE Gdańsk Wrzeszcz,Pm.00.s476m,1/5/2004,12/31/2009,background,urban,in-house,POMORSKIE,Gdańsk,ul. Legionów 11,54.386111,18.612222,Gdańsk
773,Pm.00.s477m,PL0279A,WSSE Gdańsk Śródmieście,Pm.00.s477m,1/1/2004,12/31/2009,background,urban,in-house,POMORSKIE,Gdańsk,ul. Rajska 6,54.355278,18.650556,Gdańsk
774,Pm.00.s479m,PL0422A,WSSE Gdańsk Morena,Pm.00.s479m,1/5/2004,12/31/2009,background,urban,in-house,POMORSKIE,Gdańsk,ul. Jaśkowa Dolina 105,54.358333,18.586111,Gdańsk
775,Pm.01w.01m,PL0280A,WIOŚ-Gdynia,Pm.01w.01m,2/1/2007,3/31/2008,background,urban,container,POMORSKIE,Gdynia,ul. Kopernika,54.494444,18.554167,Gdynia
776,Pm.02.s631m,PL0423A,WSSE Chojnice,Pm.02.s631m,1/2/2004,12/31/2009,background,urban,in-house,POMORSKIE,Chojnice,ul. Szpitalna 3,53.695,17.557778,powiat chojnicki
777,Pm.04.s472m,PL0424A,WSSE Pruszcz Gdański,Pm.04.s472m,1/1/2004,12/31/2009,background,urban,in-house,POMORSKIE,Pruszcz Gdański,ul. Wojska Polskiego 9,54.259722,18.633611,powiat gdański
778,Pm.06.s711m,PL0425A,WSSE Kościerzyna,Pm.06.s711m,1/1/2004,12/31/2009,background,urban,in-house,POMORSKIE,Kościerzyna,ul. Rynek 9,54.1225,17.978611,powiat kościerski
779,Pm.06.s712m,PL0167A,WIOŚ Kościerzyna - Staszica,Pm.06.s712m,5/26/2003,12/31/2011,background,urban,in-house,POMORSKIE,Kościerzyna,ul. Staszica 6,54.119167,17.968611,powiat kościerski
780,Pm.07.s005m,PL0426A,WSSE Kwidzyn,Pm.07.s005m,1/5/2004,12/31/2009,background,urban,in-house,POMORSKIE,Kwidzyn,ul. Chopina 40,53.733056,18.926111,powiat kwidzyński
781,Pm.08.s076m,PL0427A,WSSE Lębork,Pm.08.s076m,1/5/2004,12/31/2009,background,urban,in-house,POMORSKIE,Lębork,ul. Czołgistów 5,54.539167,17.742778,powiat lęborski
782,Pm.08.s077m,PL0428A,WSSE Łeba,Pm.08.s077m,1/5/2004,12/31/2009,background,urban,in-house,POMORSKIE,Łeba,ul. Nadmorska 8,54.764722,17.563889,powiat lęborski
783,Pm.09.s067m,PL0429A,WSSE Malbork,Pm.09.s067m,1/5/2004,12/31/2009,background,urban,in-house,POMORSKIE,Malbork,ul. Konopnickiej 6,54.031667,19.034167,powiat malborski
784,Pm.12.s063m,PL0430A,WSSE Ustka,Pm.12.s063m,1/5/2004,12/31/2009,background,urban,in-house,POMORSKIE,Ustka,ul. Marynarki Polskiej 5,54.588056,16.854167,powiat słupski
785,Pm.13.s618m,PL0431A,WSSE Starogard,Pm.13.s618m,1/2/2004,12/31/2009,background,urban,in-house,POMORSKIE,Starogard Gdański,ul. Rynek - Ratusz Miejski,53.966667,18.534444,powiat starogardzki
786,Pm.14.s512m,PL0432A,WSSE Tczew,Pm.14.s512m,1/5/2004,12/31/2009,background,urban,in-house,POMORSKIE,Tczew,ul. Obrońców Westerplatte 10,54.090278,18.797222,powiat tczewski
787,Pm.15.s128m,PL0433A,WSSE Wejherowo,Pm.15.s128m,1/1/2004,12/31/2009,background,urban,in-house,POMORSKIE,Wejherowo,ul. Obrońców Helu 3,54.608611,18.248056,powiat wejherowski
788,Pm.63.s073m,PL0434A,WSSE Słupsk,Pm.63.s073m,1/1/2004,12/31/2009,background,urban,in-house,POMORSKIE,Słupsk,ul. Szarych Szeregów 15,54.468611,17.036111,Słupsk
789,Pm.63.s079m,PL0170A,WSSE Słupsk - Towarowa/Piotra Skargi,Pm.63.s079m,1/1/2004,12/31/2009,background,urban,in-house,POMORSKIE,Słupsk,ul. Towarowa 1/Piotra Skargi 8,54.464444,17.013056,Słupsk
790,Pm.63.wDSMm,PL0172A,WIOŚ DS Słupsk - Kniaziewicza malualny,Pm.63.wDSMm,1/20/2001,12/31/2012,background,urban,container,POMORSKIE,Słupsk,ul. Kniaziewicza 30,54.463611,17.046667,Słupsk
791,Pm.a09a,PL0053A,AM9 Gdynia Redłowo,Pm.a09a,9/1/1999,12/31/2009,background,urban,container,POMORSKIE,Gdynia,ul. Kopernika,54.483333,18.55,Gdynia
792,Pm.aw07m,PL0521A,WIOŚ Tczew - Targowa,Pm.aw07m,1/1/2010,2/28/2011,background,urban,container,POMORSKIE,Tczew,ul. Targowa,54.082164,18.786156,powiat tczewski
793,Pm14TCZEw06m,PL0164A,Tczew manualny,Pm14TCZEw06m,8/1/2004,12/31/2009,background,urban,container,POMORSKIE,Tczew,ul. Jarosława Dąbrowskiego,54.086944,18.797222,powiat tczewski
794,PmChojnMOB,PL0758A,CHojnice - mobilna,PmChojnMOB,3/20/2020,,background,urban,mobile,POMORSKIE,Chojnice,Plac Emsdetten,53.696546,17.5645,powiat chojnicki
795,PmChojPlEmsdMOB,PL0758A,"Chojnice, Pl. Emsdetten",,3/20/2020,,background,urban,mobile,POMORSKIE,Chojnice,plac Emsdetten,53.696546,17.5645,powiat chojnicki
796,PmGac,PL0281A,WIOŚ Gać - Słowiński Park Narodowy,Pm.D,7/1/2004,12/31/2015,background,nonurban,dust collector,POMORSKIE,Gać,,54.693806,17.458067,powiat słupski
797,PmGdaGleboka,PL0166A,WIOŚ Gdańsk - Głęboka,Pm.00.s481m,1/1/2004,12/31/2016,background,urban,dust collector,POMORSKIE,Gdańsk,ul. Głęboka 11,54.352722,18.673417,Gdańsk
798,PmGdaGrunwalTMP,PL0775A,"Gdańsk, Al. Grunwaldzka",,1/1/2023,,communication,urban,container,POMORSKIE,Gdańsk,,54.378059,18.607995,Gdańsk
799,PmGdaKacze02,PL0046A,AM2 Gdańsk Stogi,Pm.a02a,10/1/1996,12/31/2019,background,urban,container,POMORSKIE,Gdańsk,ul. Kaczeńce,54.367778,18.701111,Gdańsk
800,PmGdaLecz08m,PL0522A,WIOŚ Gdańsk - Leczkowa,Pm.aw08m,5/1/2008,,background,urban,dust collector,POMORSKIE,Gdańsk,ul. Leczkowa,54.380279,18.620274,Gdańsk
801,PmGdaLeczk08,PL0052A,AM8 Gdańsk Wrzeszcz,Pm.a08a,10/1/1998,,background,urban,container,POMORSKIE,Gdańsk,ul. Leczkowa,54.380279,18.620274,Gdańsk
802,PmGdaLeczk81,PL0522A,"Gdańsk, ul. Leczkowa 1",,5/1/2008,12/31/2021,background,urban,dust collector,POMORSKIE,Gdańsk,ul. Leczkowa,54.380279,18.620274,Gdańsk
803,PmGdaLeczkow,PL0052A,"Gdańsk, ul. Leczkowa",,10/1/1998,,background,urban,container,POMORSKIE,Gdańsk,ul. Leczkowa,54.380279,18.620274,Gdańsk
804,PmGdaOstrz05,PL0049A,AM5 Gdańsk Szadółki,Pm.a05a,5/1/1998,12/31/2019,background,urban,container,POMORSKIE,Gdańsk,ul. Ostrzycka,54.328336,18.557781,Gdańsk
805,PmGdaPoWie01,PL0045A,AM1 Gdańsk Śródmieście,Pm.a01a,10/1/1996,,background,urban,container,POMORSKIE,Gdańsk,ul. Powstańców Warszawskich,54.353336,18.635283,Gdańsk
806,PmGdaPowWars,PL0045A,"Gdańsk, ul. Powstańców Warszawskich",,10/1/1996,,background,urban,container,POMORSKIE,Gdańsk,ul. Powstańców Warszawskich,54.353336,18.635283,Gdańsk
